step,samples,episodes,epoch,loss,grad_norm,lr,update_s,data_s
20,1000,21,0.01,11.788,175.268,0.0001,0.207,0.08
40,3000,43,0.01,3.129,37.93,0.0001,0.112,0.007
60,4000,64,0.02,2.628,35.728,0.0001,0.109,0.005
80,5000,86,0.02,2.327,34.169,0.0001,0.116,0.005
100,6000,107,0.03,2.127,33.709,0.0001,0.109,0.005
120,8000,128,0.03,1.869,31.032,0.0001,0.105,0.006
140,9000,150,0.04,1.733,28.189,0.0001,0.104,0.007
160,10000,171,0.04,1.563,26.271,0.0001,0.109,0.005
180,12000,192,0.05,1.423,25.05,0.0001,0.102,0.007
200,13000,214,0.05,1.309,23.57,0.0001,0.108,0.006
220,14000,235,0.06,1.205,21.86,0.0001,0.109,0.005
240,15000,257,0.06,1.129,20.279,0.0001,0.103,0.008
260,17000,278,0.07,1.054,19.078,0.0001,0.103,0.006
280,18000,299,0.07,0.987,18.648,0.0001,0.109,0.007
300,19000,321,0.08,0.929,17.368,0.0001,0.103,0.007
320,20000,342,0.09,0.886,15.636,0.0001,0.105,0.005
340,22000,363,0.09,0.849,15.358,0.0001,0.102,0.006
360,23000,385,0.1,0.812,14.864,0.0001,0.106,0.007
380,24000,406,0.1,0.799,13.848,0.0001,0.106,0.007
400,26000,428,0.11,0.768,13.561,0.0001,0.108,0.006
420,27000,449,0.11,0.745,13.395,0.0001,0.109,0.007
440,28000,470,0.12,0.73,12.821,0.0001,0.105,0.005
460,29000,492,0.12,0.713,12.247,0.0001,0.11,0.005
480,31000,513,0.13,0.702,11.873,0.0001,0.108,0.007
500,32000,534,0.13,0.677,10.921,0.0001,0.102,0.005
520,33000,556,0.14,0.655,10.628,0.0001,0.111,0.006
540,35000,577,0.14,0.65,9.521,0.0001,0.112,0.007
560,36000,599,0.15,0.651,10.084,0.0001,0.107,0.005
580,37000,620,0.15,0.639,10.782,0.0001,0.109,0.006
600,38000,641,0.16,0.628,9.539,0.0001,0.108,0.006
620,40000,663,0.16,0.624,9.49,0.0001,0.109,0.005
640,41000,684,0.17,0.605,8.742,0.0001,0.108,0.007
660,42000,705,0.18,0.588,8.463,0.0001,0.109,0.006
680,44000,727,0.18,0.58,8.249,0.0001,0.107,0.008
700,45000,748,0.19,0.588,8.11,0.0001,0.104,0.007
720,46000,770,0.19,0.575,7.639,0.0001,0.109,0.007
740,47000,791,0.2,0.574,7.472,0.0001,0.11,0.006
760,49000,812,0.2,0.567,7.299,0.0001,0.112,0.007
780,50000,834,0.21,0.553,6.881,0.0001,0.11,0.007
800,51000,855,0.21,0.562,7.357,0.0001,0.107,0.006
820,52000,876,0.22,0.548,7.922,0.0001,0.112,0.008
840,54000,898,0.22,0.545,6.625,0.0001,0.112,0.006
860,55000,919,0.23,0.546,6.993,0.0001,0.112,0.005
880,56000,941,0.23,0.549,7.1,0.0001,0.107,0.005
900,58000,962,0.24,0.555,6.322,0.0001,0.104,0.006
920,59000,983,0.24,0.529,5.965,0.0001,0.108,0.005
940,60000,1000,0.25,0.54,5.847,0.0001,0.108,0.005
960,61000,1000,0.26,0.542,5.947,0.0001,0.11,0.007
980,63000,1000,0.26,0.517,5.835,0.0001,0.105,0.007
1000,64000,1000,0.27,0.531,6.257,0.0001,0.106,0.005
1000,65000,1000,0.27,0.523,6.584,0.0001,0.103,0.005
1000,67000,1000,0.28,0.512,5.876,0.0001,0.11,0.006
1000,68000,1000,0.28,0.52,5.918,0.0001,0.108,0.006
1000,69000,1000,0.29,0.502,5.715,0.0001,0.105,0.006
1000,70000,1000,0.29,0.518,6.191,0.0001,0.116,0.005
1000,72000,1000,0.3,0.504,6.154,0.0001,0.11,0.005
1000,73000,1000,0.3,0.515,5.53,0.0001,0.113,0.005
1000,74000,1000,0.31,0.506,5.608,0.0001,0.107,0.006
1000,76000,1000,0.31,0.51,5.555,0.0001,0.114,0.006
1000,77000,1000,0.32,0.499,5.181,0.0001,0.123,0.006
1000,78000,1000,0.32,0.509,5.191,0.0001,0.117,0.006
1000,79000,1000,0.33,0.496,5.102,0.0001,0.131,0.007
1000,81000,1000,0.33,0.502,4.993,0.0001,0.11,0.008
1000,82000,1000,0.34,0.497,5.047,0.0001,0.118,0.006
1000,83000,1000,0.35,0.492,5.67,0.0001,0.124,0.009
1000,84000,1000,0.35,0.486,5.028,0.0001,0.114,0.006
1000,86000,1000,0.36,0.489,5.051,0.0001,0.117,0.007
1000,87000,1000,0.36,0.491,4.72,0.0001,0.125,0.006
1000,88000,1000,0.37,0.486,4.64,0.0001,0.115,0.006
1000,90000,1000,0.37,0.486,4.557,0.0001,0.12,0.007
1000,91000,2000,0.38,0.486,4.992,0.0001,0.124,0.009
1000,92000,2000,0.38,0.491,4.937,0.0001,0.114,0.008
1000,93000,2000,0.39,0.479,4.395,0.0001,0.128,0.007
1000,95000,2000,0.39,0.491,4.317,0.0001,0.115,0.006
2000,96000,2000,0.4,0.473,4.431,0.0001,0.121,0.006
2000,97000,2000,0.4,0.48,4.667,0.0001,0.128,0.011
2000,99000,2000,0.41,0.469,4.972,0.0001,0.124,0.006
2000,100000,2000,0.41,0.475,4.469,0.0001,0.116,0.006
2000,101000,2000,0.42,0.464,4.584,0.0001,0.115,0.006
2000,102000,2000,0.43,0.489,4.543,0.0001,0.112,0.007
2000,104000,2000,0.43,0.47,4.211,0.0001,0.113,0.008
2000,105000,2000,0.44,0.472,4.269,0.0001,0.12,0.006
2000,106000,2000,0.44,0.474,4.491,0.0001,0.116,0.006
2000,108000,2000,0.45,0.491,4.384,0.0001,0.11,0.005
2000,109000,2000,0.45,0.463,4.528,0.0001,0.114,0.005
2000,110000,2000,0.46,0.468,4.27,0.0001,0.118,0.006
2000,111000,2000,0.46,0.467,4.201,0.0001,0.12,0.006
2000,113000,2000,0.47,0.467,4.141,0.0001,0.121,0.008
2000,114000,2000,0.47,0.462,4.164,0.0001,0.114,0.005
2000,115000,2000,0.48,0.458,3.839,0.0001,0.117,0.006
2000,116000,2000,0.48,0.464,4.105,0.0001,0.119,0.006
2000,118000,2000,0.49,0.464,4.198,0.0001,0.113,0.007
2000,119000,2000,0.49,0.467,3.869,0.0001,0.122,0.005
2000,120000,2000,0.5,0.459,4.138,0.0001,0.11,0.007
2000,122000,2000,0.51,0.467,4.071,0.0001,0.113,0.007
2000,123000,2000,0.51,0.464,4.022,0.0001,0.117,0.006
2000,124000,2000,0.52,0.456,3.681,0.0001,0.114,0.008
2000,125000,2000,0.52,0.459,4.034,0.0001,0.117,0.006
2000,127000,2000,0.53,0.45,3.995,0.0001,0.116,0.006
2000,128000,2000,0.53,0.453,4.007,0.0001,0.108,0.007
2000,129000,2000,0.54,0.464,3.888,0.0001,0.108,0.007
2000,131000,2000,0.54,0.461,3.9,0.0001,0.111,0.006
2000,132000,2000,0.55,0.446,4.017,0.0001,0.109,0.008
2000,133000,2000,0.55,0.456,3.801,0.0001,0.107,0.006
2000,134000,2000,0.56,0.467,3.69,0.0001,0.112,0.009
2000,136000,2000,0.56,0.438,3.675,0.0001,0.11,0.006
2000,137000,2000,0.57,0.454,3.56,0.0001,0.109,0.006
2000,138000,2000,0.57,0.455,3.91,0.0001,0.106,0.008
2000,140000,2000,0.58,0.447,3.742,0.0001,0.123,0.009
2000,141000,2000,0.58,0.43,3.627,0.0001,0.126,0.006
2000,142000,2000,0.59,0.453,3.51,0.0001,0.116,0.006
2000,143000,2000,0.6,0.448,3.525,0.0001,0.121,0.008
2000,145000,2000,0.6,0.441,3.452,0.0001,0.111,0.009
2000,146000,2000,0.61,0.446,3.448,0.0001,0.11,0.006
2000,147000,2000,0.61,0.451,3.627,0.0001,0.12,0.007
2000,148000,2000,0.62,0.457,3.434,0.0001,0.114,0.006
2000,150000,3000,0.62,0.445,3.771,0.0001,0.111,0.006
2000,151000,3000,0.63,0.445,3.566,0.0001,0.119,0.01
2000,152000,3000,0.63,0.445,3.432,0.0001,0.116,0.006
2000,154000,3000,0.64,0.441,3.542,0.0001,0.121,0.007
2000,155000,3000,0.64,0.44,3.823,0.0001,0.116,0.009
2000,156000,3000,0.65,0.431,3.937,0.0001,0.11,0.007
2000,157000,3000,0.65,0.43,3.441,0.0001,0.111,0.007
2000,159000,3000,0.66,0.442,3.743,0.0001,0.114,0.008
2000,160000,3000,0.66,0.433,3.331,0.0001,0.106,0.007
3000,161000,3000,0.67,0.43,3.181,0.0001,0.109,0.006
3000,163000,3000,0.68,0.443,3.542,0.0001,0.106,0.006
3000,164000,3000,0.68,0.435,3.165,0.0001,0.108,0.005
3000,165000,3000,0.69,0.443,3.434,0.0001,0.109,0.006
3000,166000,3000,0.69,0.442,3.503,0.0001,0.118,0.006
3000,168000,3000,0.7,0.424,3.213,0.0001,0.116,0.006
3000,169000,3000,0.7,0.43,3.293,0.0001,0.114,0.006
3000,170000,3000,0.71,0.422,3.515,0.0001,0.113,0.006
3000,172000,3000,0.71,0.433,3.484,0.0001,0.116,0.008
3000,173000,3000,0.72,0.444,3.437,0.0001,0.118,0.006
3000,174000,3000,0.72,0.437,3.022,0.0001,0.113,0.007
3000,175000,3000,0.73,0.436,3.249,0.0001,0.113,0.007
3000,177000,3000,0.73,0.436,3.085,0.0001,0.117,0.006
3000,178000,3000,0.74,0.431,3.273,0.0001,0.113,0.006
3000,179000,3000,0.74,0.443,3.404,0.0001,0.113,0.006
3000,180000,3000,0.75,0.434,3.171,0.0001,0.113,0.006
3000,182000,3000,0.75,0.418,2.915,0.0001,0.117,0.006
3000,183000,3000,0.76,0.425,3.041,0.0001,0.102,0.007
3000,184000,3000,0.77,0.425,2.896,0.0001,0.111,0.005
3000,186000,3000,0.77,0.433,3.198,0.0001,0.112,0.006
3000,187000,3000,0.78,0.409,3.369,0.0001,0.105,0.005
3000,188000,3000,0.78,0.427,3.042,0.0001,0.104,0.008
3000,189000,3000,0.79,0.432,3.238,0.0001,0.11,0.007
3000,191000,3000,0.79,0.422,3.353,0.0001,0.106,0.007
3000,192000,3000,0.8,0.418,3.058,0.0001,0.107,0.006
3000,193000,3000,0.8,0.422,2.898,0.0001,0.099,0.005
3000,195000,3000,0.81,0.42,2.986,0.0001,0.101,0.006
3000,196000,3000,0.81,0.431,3.317,0.0001,0.109,0.005
3000,197000,3000,0.82,0.419,3.273,0.0001,0.115,0.005
3000,198000,3000,0.82,0.43,3.369,0.0001,0.113,0.006
3000,200000,3000,0.83,0.424,3.373,0.0001,0.122,0.005
3000,201000,3000,0.83,0.418,3.022,0.0001,0.117,0.005
3000,202000,3000,0.84,0.414,2.889,0.0001,0.113,0.007
3000,204000,3000,0.85,0.412,2.883,0.0001,0.119,0.006
3000,205000,3000,0.85,0.412,2.955,0.0001,0.127,0.008
3000,206000,3000,0.86,0.423,3.135,0.0001,0.123,0.006
3000,207000,3000,0.86,0.419,2.904,0.0001,0.124,0.009
3000,209000,3000,0.87,0.418,2.764,0.0001,0.109,0.006
3000,210000,4000,0.87,0.415,2.839,0.0001,0.119,0.006
3000,211000,4000,0.88,0.416,2.851,0.0001,0.127,0.007
3000,212000,4000,0.88,0.43,3.213,0.0001,0.115,0.006
3000,214000,4000,0.89,0.427,2.902,0.0001,0.11,0.006
3000,215000,4000,0.89,0.421,3.006,0.0001,0.12,0.007
3000,216000,4000,0.9,0.428,2.91,0.0001,0.116,0.005
3000,218000,4000,0.9,0.424,2.816,0.0001,0.11,0.006
3000,219000,4000,0.91,0.412,2.798,0.0001,0.113,0.01
3000,220000,4000,0.91,0.419,2.765,0.0001,0.106,0.007
3000,221000,4000,0.92,0.417,2.862,0.0001,0.109,0.005
3000,223000,4000,0.93,0.415,2.958,0.0001,0.117,0.01
4000,224000,4000,0.93,0.412,3.007,0.0001,0.106,0.006
4000,225000,4000,0.94,0.423,2.796,0.0001,0.116,0.006
4000,227000,4000,0.94,0.412,3.034,0.0001,0.112,0.006
4000,228000,4000,0.95,0.403,2.802,0.0001,0.106,0.005
4000,229000,4000,0.95,0.423,2.824,0.0001,0.111,0.007
4000,230000,4000,0.96,0.41,2.883,0.0001,0.118,0.006
4000,232000,4000,0.96,0.413,2.728,0.0001,0.125,0.009
4000,233000,4000,0.97,0.402,2.884,0.0001,0.115,0.006
4000,234000,4000,0.97,0.407,2.797,0.0001,0.113,0.006
4000,236000,4000,0.98,0.4,2.987,0.0001,0.116,0.006
4000,237000,4000,0.98,0.409,2.811,0.0001,0.12,0.006
4000,238000,4000,0.99,0.404,2.765,0.0001,0.111,0.006
4000,239000,4000,0.99,0.403,2.777,0.0001,0.11,0.005
4000,241000,4000,1.0,0.402,3.051,0.0001,0.101,0.006
4000,242000,4000,1.0,0.401,3.495,0.0001,0.114,0.09
4000,243000,4000,1.01,0.411,3.011,0.0001,0.104,0.007
4000,244000,4000,1.02,0.392,2.878,0.0001,0.105,0.006
4000,246000,4000,1.02,0.399,2.851,0.0001,0.106,0.005
4000,247000,4000,1.03,0.41,2.928,0.0001,0.106,0.005
4000,248000,4000,1.03,0.387,2.802,0.0001,0.101,0.006
4000,250000,4000,1.04,0.407,2.688,0.0001,0.105,0.005
4000,251000,4000,1.04,0.397,2.79,0.0001,0.103,0.006
4000,252000,4000,1.05,0.397,2.734,0.0001,0.107,0.006
4000,253000,4000,1.05,0.395,2.744,0.0001,0.113,0.008
4000,255000,4000,1.06,0.404,2.624,0.0001,0.105,0.009
4000,256000,4000,1.06,0.395,2.839,0.0001,0.107,0.006
4000,257000,4000,1.07,0.411,2.769,0.0001,0.109,0.005
4000,259000,4000,1.07,0.4,2.65,0.0001,0.113,0.005
4000,260000,4000,1.08,0.41,2.767,0.0001,0.117,0.007
4000,261000,4000,1.08,0.377,2.7,0.0001,0.114,0.005
4000,262000,4000,1.09,0.39,2.892,0.0001,0.111,0.005
4000,264000,4000,1.1,0.412,2.816,0.0001,0.112,0.006
4000,265000,4000,1.1,0.414,2.867,0.0001,0.118,0.006
4000,266000,4000,1.11,0.402,2.637,0.0001,0.115,0.005
4000,268000,4000,1.11,0.398,2.753,0.0001,0.121,0.006
4000,269000,4000,1.12,0.393,2.961,0.0001,0.126,0.007
4000,270000,5000,1.12,0.411,2.882,0.0001,0.118,0.006
4000,271000,5000,1.13,0.401,2.749,0.0001,0.112,0.007
4000,273000,5000,1.13,0.397,2.713,0.0001,0.119,0.008
4000,274000,5000,1.14,0.384,2.665,0.0001,0.101,0.006
4000,275000,5000,1.14,0.395,2.647,0.0001,0.111,0.006
4000,276000,5000,1.15,0.385,2.52,0.0001,0.125,0.007
4000,278000,5000,1.15,0.399,2.682,0.0001,0.11,0.006
4000,279000,5000,1.16,0.399,2.672,0.0001,0.118,0.006
4000,280000,5000,1.16,0.396,2.596,0.0001,0.117,0.01
4000,282000,5000,1.17,0.402,2.612,0.0001,0.109,0.005
4000,283000,5000,1.17,0.407,2.663,0.0001,0.106,0.005
4000,284000,5000,1.18,0.391,2.583,0.0001,0.119,0.008
4000,285000,5000,1.19,0.4,2.797,0.0001,0.11,0.006
4000,287000,5000,1.19,0.398,2.499,0.0001,0.123,0.008
4000,288000,5000,1.2,0.401,2.666,0.0001,0.117,0.009
5000,289000,5000,1.2,0.391,2.745,0.0001,0.108,0.007
5000,291000,5000,1.21,0.387,2.92,0.0001,0.11,0.007
5000,292000,5000,1.21,0.387,2.697,0.0001,0.109,0.006
5000,293000,5000,1.22,0.394,2.716,0.0001,0.109,0.006
5000,294000,5000,1.22,0.387,2.607,0.0001,0.105,0.007
5000,296000,5000,1.23,0.389,2.752,0.0001,0.12,0.006
5000,297000,5000,1.23,0.391,3.113,0.0001,0.116,0.007
5000,298000,5000,1.24,0.398,2.816,0.0001,0.121,0.007
5000,300000,5000,1.24,0.384,2.808,0.0001,0.108,0.005
5000,301000,5000,1.25,0.386,2.769,0.0001,0.106,0.007
5000,302000,5000,1.25,0.393,2.492,0.0001,0.117,0.006
5000,303000,5000,1.26,0.393,2.695,0.0001,0.11,0.005
5000,305000,5000,1.27,0.379,2.727,0.0001,0.106,0.006
5000,306000,5000,1.27,0.391,2.585,0.0001,0.108,0.005
5000,307000,5000,1.28,0.382,2.66,0.0001,0.108,0.005
5000,308000,5000,1.28,0.374,2.606,0.0001,0.108,0.006
5000,310000,5000,1.29,0.39,2.859,0.0001,0.113,0.007
5000,311000,5000,1.29,0.382,2.653,0.0001,0.107,0.006
5000,312000,5000,1.3,0.385,2.698,0.0001,0.109,0.006
5000,314000,5000,1.3,0.381,2.713,0.0001,0.105,0.005
5000,315000,5000,1.31,0.389,3.005,0.0001,0.106,0.007
5000,316000,5000,1.31,0.389,3.104,0.0001,0.107,0.005
5000,317000,5000,1.32,0.381,2.742,0.0001,0.106,0.005
5000,319000,5000,1.32,0.388,2.618,0.0001,0.114,0.006
5000,320000,5000,1.33,0.384,2.651,0.0001,0.103,0.005
5000,321000,5000,1.33,0.391,2.672,0.0001,0.104,0.006
5000,323000,5000,1.34,0.378,2.401,0.0001,0.108,0.006
5000,324000,5000,1.35,0.382,2.321,0.0001,0.109,0.006
5000,325000,5000,1.35,0.381,2.704,0.0001,0.119,0.007
5000,326000,5000,1.36,0.387,2.784,0.0001,0.116,0.008
5000,328000,5000,1.36,0.391,2.746,0.0001,0.118,0.006
5000,329000,5000,1.37,0.382,2.685,0.0001,0.113,0.006
5000,330000,6000,1.37,0.385,2.807,0.0001,0.115,0.007
5000,332000,6000,1.38,0.383,2.789,0.0001,0.122,0.007
5000,333000,6000,1.38,0.391,2.739,0.0001,0.117,0.006
5000,334000,6000,1.39,0.388,2.557,0.0001,0.123,0.009
5000,335000,6000,1.39,0.388,2.825,0.0001,0.123,0.006
5000,337000,6000,1.4,0.384,2.871,0.0001,0.122,0.006
5000,338000,6000,1.4,0.381,3.011,0.0001,0.117,0.008
5000,339000,6000,1.41,0.382,2.747,0.0001,0.108,0.006
5000,340000,6000,1.41,0.377,2.994,0.0001,0.112,0.006
5000,342000,6000,1.42,0.378,2.856,0.0001,0.13,0.009
5000,343000,6000,1.42,0.386,2.734,0.0001,0.111,0.006
5000,344000,6000,1.43,0.386,2.858,0.0001,0.111,0.007
5000,346000,6000,1.44,0.374,2.68,0.0001,0.122,0.007
5000,347000,6000,1.44,0.376,2.746,0.0001,0.108,0.006
5000,348000,6000,1.45,0.384,2.682,0.0001,0.112,0.007
5000,349000,6000,1.45,0.383,2.642,0.0001,0.115,0.008
5000,351000,6000,1.46,0.377,2.561,0.0001,0.114,0.005
6000,352000,6000,1.46,0.369,2.448,0.0001,0.121,0.006
6000,353000,6000,1.47,0.383,2.614,0.0001,0.111,0.007
6000,355000,6000,1.47,0.378,2.6,0.0001,0.112,0.007
6000,356000,6000,1.48,0.383,2.682,0.0001,0.116,0.006
6000,357000,6000,1.48,0.388,2.753,0.0001,0.114,0.006
6000,358000,6000,1.49,0.38,2.658,0.0001,0.108,0.007
6000,360000,6000,1.49,0.381,2.702,0.0001,0.109,0.006
6000,361000,6000,1.5,0.39,2.809,0.0001,0.127,0.007
6000,362000,6000,1.5,0.377,2.639,0.0001,0.121,0.006
6000,364000,6000,1.51,0.373,2.568,0.0001,0.107,0.006
6000,365000,6000,1.52,0.374,2.512,0.0001,0.106,0.006
6000,366000,6000,1.52,0.384,2.684,0.0001,0.113,0.007
6000,367000,6000,1.53,0.377,2.604,0.0001,0.115,0.007
6000,369000,6000,1.53,0.377,2.613,0.0001,0.115,0.006
6000,370000,6000,1.54,0.372,2.548,0.0001,0.111,0.006
6000,371000,6000,1.54,0.372,2.553,0.0001,0.113,0.006
6000,372000,6000,1.55,0.379,2.89,0.0001,0.11,0.006
6000,374000,6000,1.55,0.367,2.724,0.0001,0.114,0.007
6000,375000,6000,1.56,0.374,2.578,0.0001,0.106,0.005
6000,376000,6000,1.56,0.383,2.607,0.0001,0.116,0.007
6000,378000,6000,1.57,0.38,2.746,0.0001,0.111,0.009
6000,379000,6000,1.57,0.374,2.527,0.0001,0.111,0.005
6000,380000,6000,1.58,0.378,2.742,0.0001,0.107,0.005
6000,381000,6000,1.58,0.376,2.953,0.0001,0.104,0.005
6000,383000,6000,1.59,0.365,2.666,0.0001,0.114,0.006
6000,384000,6000,1.59,0.374,2.562,0.0001,0.121,0.006
6000,385000,6000,1.6,0.38,2.78,0.0001,0.108,0.006
6000,387000,6000,1.61,0.373,3.013,0.0001,0.114,0.006
6000,388000,6000,1.61,0.386,2.722,0.0001,0.114,0.005
6000,389000,6000,1.62,0.386,2.891,0.0001,0.112,0.007
6000,390000,7000,1.62,0.381,2.62,0.0001,0.117,0.006
6000,392000,7000,1.63,0.366,2.672,0.0001,0.116,0.01
6000,393000,7000,1.63,0.383,2.776,0.0001,0.117,0.006
6000,394000,7000,1.64,0.374,2.942,0.0001,0.118,0.007
6000,396000,7000,1.64,0.386,2.579,0.0001,0.124,0.006
6000,397000,7000,1.65,0.379,2.69,0.0001,0.118,0.006
6000,398000,7000,1.65,0.382,2.801,0.0001,0.131,0.007
6000,399000,7000,1.66,0.369,2.639,0.0001,0.116,0.006
6000,401000,7000,1.66,0.377,2.501,0.0001,0.12,0.006
6000,402000,7000,1.67,0.371,2.625,0.0001,0.123,0.008
6000,403000,7000,1.67,0.37,2.714,0.0001,0.124,0.006
6000,404000,7000,1.68,0.367,2.705,0.0001,0.122,0.006
6000,406000,7000,1.69,0.371,2.579,0.0001,0.126,0.01
6000,407000,7000,1.69,0.369,2.722,0.0001,0.114,0.006
6000,408000,7000,1.7,0.383,2.742,0.0001,0.098,0.007
6000,410000,7000,1.7,0.366,2.677,0.0001,0.127,0.008
6000,411000,7000,1.71,0.376,2.673,0.0001,0.109,0.006
6000,412000,7000,1.71,0.383,2.659,0.0001,0.127,0.01
6000,413000,7000,1.72,0.371,2.861,0.0001,0.114,0.005
6000,415000,7000,1.72,0.373,2.575,0.0001,0.119,0.007
6000,416000,7000,1.73,0.361,2.6,0.0001,0.119,0.007
7000,417000,7000,1.73,0.37,2.681,0.0001,0.106,0.008
7000,419000,7000,1.74,0.359,2.428,0.0001,0.105,0.007
7000,420000,7000,1.74,0.372,2.636,0.0001,0.115,0.008
7000,421000,7000,1.75,0.37,2.536,0.0001,0.107,0.007
7000,422000,7000,1.75,0.358,2.75,0.0001,0.113,0.006
7000,424000,7000,1.76,0.378,2.479,0.0001,0.105,0.008
7000,425000,7000,1.76,0.361,2.576,0.0001,0.121,0.005
7000,426000,7000,1.77,0.36,2.339,0.0001,0.109,0.006
7000,428000,7000,1.78,0.37,2.413,0.0001,0.111,0.006
7000,429000,7000,1.78,0.37,2.516,0.0001,0.115,0.006
7000,430000,7000,1.79,0.364,2.435,0.0001,0.112,0.006
7000,431000,7000,1.79,0.364,2.566,0.0001,0.111,0.007
7000,433000,7000,1.8,0.357,2.602,0.0001,0.109,0.007
7000,434000,7000,1.8,0.365,2.793,0.0001,0.114,0.005
7000,435000,7000,1.81,0.372,3.239,0.0001,0.113,0.006
7000,436000,7000,1.81,0.356,2.568,0.0001,0.108,0.006
7000,438000,7000,1.82,0.364,2.373,0.0001,0.104,0.009
7000,439000,7000,1.82,0.364,2.563,0.0001,0.113,0.006
7000,440000,7000,1.83,0.35,2.509,0.0001,0.11,0.006
7000,442000,7000,1.83,0.373,2.736,0.0001,0.114,0.007
7000,443000,7000,1.84,0.377,2.929,0.0001,0.112,0.005
7000,444000,7000,1.84,0.38,2.49,0.0001,0.102,0.007
7000,445000,7000,1.85,0.37,2.605,0.0001,0.107,0.005
7000,447000,7000,1.86,0.368,3.052,0.0001,0.112,0.006
7000,448000,7000,1.86,0.372,2.799,0.0001,0.111,0.007
7000,449000,8000,1.87,0.362,2.561,0.0001,0.114,0.006
7000,451000,8000,1.87,0.367,2.503,0.0001,0.113,0.007
7000,452000,8000,1.88,0.37,2.659,0.0001,0.115,0.008
7000,453000,8000,1.88,0.371,2.549,0.0001,0.117,0.005
7000,454000,8000,1.89,0.365,2.692,0.0001,0.118,0.006
7000,456000,8000,1.89,0.367,2.641,0.0001,0.12,0.006
7000,457000,8000,1.9,0.376,2.852,0.0001,0.128,0.009
7000,458000,8000,1.9,0.365,2.637,0.0001,0.121,0.007
7000,460000,8000,1.91,0.375,2.457,0.0001,0.113,0.007
7000,461000,8000,1.91,0.359,2.486,0.0001,0.122,0.007
7000,462000,8000,1.92,0.361,2.541,0.0001,0.108,0.007
7000,463000,8000,1.92,0.366,2.5,0.0001,0.114,0.005
7000,465000,8000,1.93,0.363,2.64,0.0001,0.121,0.006
7000,466000,8000,1.94,0.371,2.433,0.0001,0.111,0.006
7000,467000,8000,1.94,0.368,2.409,0.0001,0.105,0.005
7000,468000,8000,1.95,0.355,2.438,0.0001,0.123,0.009
7000,470000,8000,1.95,0.371,2.584,0.0001,0.114,0.005
7000,471000,8000,1.96,0.365,2.946,0.0001,0.114,0.006
7000,472000,8000,1.96,0.364,2.754,0.0001,0.119,0.009
7000,474000,8000,1.97,0.359,2.751,0.0001,0.107,0.006
7000,475000,8000,1.97,0.362,2.804,0.0001,0.111,0.005
7000,476000,8000,1.98,0.357,2.574,0.0001,0.118,0.007
7000,477000,8000,1.98,0.364,2.671,0.0001,0.117,0.006
7000,479000,8000,1.99,0.362,2.737,0.0001,0.113,0.007
8000,480000,8000,1.99,0.363,2.992,0.0001,0.111,0.007
8000,481000,8000,2.0,0.354,2.579,0.0001,0.103,0.007
8000,483000,8000,2.0,0.367,3.727,0.0001,0.112,0.097
8000,484000,8000,2.01,0.348,3.154,0.0001,0.124,0.006
8000,485000,8000,2.01,0.357,2.735,0.0001,0.121,0.007
8000,486000,8000,2.02,0.357,2.524,0.0001,0.123,0.005
8000,488000,8000,2.03,0.344,2.542,0.0001,0.112,0.008
8000,489000,8000,2.03,0.368,2.616,0.0001,0.113,0.006
8000,490000,8000,2.04,0.353,2.507,0.0001,0.104,0.005
8000,492000,8000,2.04,0.352,2.423,0.0001,0.107,0.005
8000,493000,8000,2.05,0.352,2.28,0.0001,0.101,0.009
8000,494000,8000,2.05,0.351,2.278,0.0001,0.103,0.005
8000,495000,8000,2.06,0.345,2.336,0.0001,0.107,0.005
8000,497000,8000,2.06,0.351,2.338,0.0001,0.103,0.008
8000,498000,8000,2.07,0.348,2.311,0.0001,0.108,0.006
