step,samples,episodes,epoch,loss,grad_norm,lr,update_s,data_s
23000,1000000,24000,6.02,0.258,1.77,0.0001,0.118,0.007
23000,1000000,24000,6.03,0.26,1.772,0.0001,0.117,0.006
23000,1000000,24000,6.03,0.268,2.097,0.0001,0.113,0.006
23000,1000000,24000,6.04,0.262,1.771,0.0001,0.119,0.005
23000,1000000,24000,6.04,0.263,1.707,0.0001,0.113,0.005
23000,1000000,24000,6.05,0.264,1.831,0.0001,0.113,0.005
23000,1000000,24000,6.06,0.265,1.799,0.0001,0.11,0.005
23000,1000000,24000,6.06,0.26,1.71,0.0001,0.115,0.006
23000,1000000,24000,6.07,0.262,1.528,0.0001,0.114,0.005
23000,1000000,24000,6.07,0.264,1.618,0.0001,0.114,0.008
23000,1000000,24000,6.08,0.254,1.629,0.0001,0.121,0.008
23000,1000000,24000,6.08,0.259,1.593,0.0001,0.116,0.005
23000,1000000,24000,6.09,0.26,1.635,0.0001,0.108,0.006
23000,1000000,24000,6.09,0.257,1.681,0.0001,0.112,0.006
23000,1000000,25000,6.1,0.262,1.888,0.0001,0.119,0.006
23000,1000000,25000,6.1,0.254,1.66,0.0001,0.118,0.006
23000,1000000,25000,6.11,0.261,1.91,0.0001,0.119,0.006
23000,1000000,25000,6.11,0.255,1.569,0.0001,0.119,0.006
23000,1000000,25000,6.12,0.26,1.632,0.0001,0.113,0.005
23000,1000000,25000,6.12,0.263,1.84,0.0001,0.118,0.006
23000,1000000,25000,6.13,0.26,1.821,0.0001,0.119,0.006
23000,1000000,25000,6.13,0.267,1.823,0.0001,0.115,0.007
23000,1000000,25000,6.14,0.261,1.654,0.0001,0.115,0.006
23000,1000000,25000,6.15,0.261,1.583,0.0001,0.114,0.008
23000,1000000,25000,6.15,0.255,1.649,0.0001,0.111,0.007
23000,1000000,25000,6.16,0.26,1.629,0.0001,0.121,0.009
23000,1000000,25000,6.16,0.265,1.856,0.0001,0.105,0.005
23000,1000000,25000,6.17,0.262,1.917,0.0001,0.11,0.008
23000,1000000,25000,6.17,0.259,1.621,0.0001,0.116,0.007
23000,1000000,25000,6.18,0.258,1.54,0.0001,0.117,0.008
23000,1000000,25000,6.18,0.264,1.615,0.0001,0.108,0.006
23000,1000000,25000,6.19,0.263,1.79,0.0001,0.11,0.006
23000,1000000,25000,6.19,0.267,1.724,0.0001,0.123,0.008
23000,1000000,25000,6.2,0.261,1.698,0.0001,0.114,0.006
23000,1000000,25000,6.2,0.26,1.824,0.0001,0.112,0.006
23000,1000000,25000,6.21,0.261,1.919,0.0001,0.12,0.009
23000,1000000,25000,6.21,0.264,1.795,0.0001,0.112,0.006
23000,1000000,25000,6.22,0.265,1.95,0.0001,0.115,0.006
23000,1000000,25000,6.23,0.265,1.649,0.0001,0.102,0.007
23000,2000000,25000,6.23,0.257,1.547,0.0001,0.117,0.01
23000,2000000,25000,6.24,0.26,1.741,0.0001,0.109,0.005
23000,2000000,25000,6.24,0.258,1.823,0.0001,0.116,0.005
24000,2000000,25000,6.25,0.259,1.887,0.0001,0.12,0.008
24000,2000000,25000,6.25,0.258,1.853,0.0001,0.108,0.005
24000,2000000,25000,6.26,0.264,2.768,0.0001,0.118,0.007
24000,2000000,25000,6.26,0.27,6.033,0.0001,0.111,0.006
24000,2000000,25000,6.27,0.262,4.266,0.0001,0.109,0.006
24000,2000000,25000,6.27,0.258,2.164,0.0001,0.115,0.005
24000,2000000,25000,6.28,0.262,1.9,0.0001,0.113,0.007
24000,2000000,25000,6.28,0.26,1.623,0.0001,0.118,0.006
24000,2000000,25000,6.29,0.263,1.591,0.0001,0.119,0.006
24000,2000000,25000,6.29,0.255,1.676,0.0001,0.119,0.007
24000,2000000,25000,6.3,0.254,1.624,0.0001,0.114,0.005
24000,2000000,25000,6.31,0.265,2.049,0.0001,0.117,0.006
24000,2000000,25000,6.31,0.267,1.594,0.0001,0.113,0.005
24000,2000000,25000,6.32,0.256,1.509,0.0001,0.118,0.005
24000,2000000,25000,6.32,0.262,1.568,0.0001,0.115,0.005
24000,2000000,25000,6.33,0.262,1.475,0.0001,0.119,0.005
24000,2000000,25000,6.33,0.261,1.72,0.0001,0.118,0.005
24000,2000000,25000,6.34,0.255,1.631,0.0001,0.113,0.005
24000,2000000,26000,6.34,0.265,1.691,0.0001,0.115,0.009
24000,2000000,26000,6.35,0.264,1.685,0.0001,0.121,0.005
24000,2000000,26000,6.35,0.259,1.538,0.0001,0.113,0.009
24000,2000000,26000,6.36,0.262,1.583,0.0001,0.117,0.006
24000,2000000,26000,6.36,0.259,1.495,0.0001,0.118,0.007
24000,2000000,26000,6.37,0.261,1.831,0.0001,0.121,0.006
24000,2000000,26000,6.37,0.256,1.673,0.0001,0.116,0.005
24000,2000000,26000,6.38,0.264,1.666,0.0001,0.121,0.007
24000,2000000,26000,6.38,0.265,1.654,0.0001,0.109,0.006
24000,2000000,26000,6.39,0.266,1.68,0.0001,0.121,0.006
24000,2000000,26000,6.4,0.258,1.634,0.0001,0.118,0.006
24000,2000000,26000,6.4,0.263,1.831,0.0001,0.121,0.006
24000,2000000,26000,6.41,0.262,1.51,0.0001,0.116,0.006
24000,2000000,26000,6.41,0.257,1.912,0.0001,0.114,0.007
24000,2000000,26000,6.42,0.26,1.715,0.0001,0.117,0.006
24000,2000000,26000,6.42,0.261,1.682,0.0001,0.109,0.006
24000,2000000,26000,6.43,0.258,1.642,0.0001,0.122,0.01
24000,2000000,26000,6.43,0.264,1.702,0.0001,0.109,0.006
24000,2000000,26000,6.44,0.259,1.623,0.0001,0.115,0.008
24000,2000000,26000,6.44,0.263,1.685,0.0001,0.122,0.007
24000,2000000,26000,6.45,0.248,1.594,0.0001,0.107,0.006
24000,2000000,26000,6.45,0.258,1.47,0.0001,0.114,0.007
24000,2000000,26000,6.46,0.253,1.567,0.0001,0.122,0.009
24000,2000000,26000,6.46,0.258,1.511,0.0001,0.113,0.006
24000,2000000,26000,6.47,0.262,1.866,0.0001,0.108,0.006
24000,2000000,26000,6.48,0.264,1.679,0.0001,0.116,0.008
24000,2000000,26000,6.48,0.255,1.491,0.0001,0.116,0.007
24000,2000000,26000,6.49,0.254,1.68,0.0001,0.109,0.007
24000,2000000,26000,6.49,0.264,1.669,0.0001,0.113,0.007
24000,2000000,26000,6.5,0.26,1.603,0.0001,0.123,0.01
24000,2000000,26000,6.5,0.259,1.716,0.0001,0.114,0.006
24000,2000000,26000,6.51,0.251,1.477,0.0001,0.117,0.006
24000,2000000,26000,6.51,0.26,1.592,0.0001,0.121,0.007
25000,2000000,26000,6.52,0.257,1.527,0.0001,0.11,0.005
25000,2000000,26000,6.52,0.245,1.588,0.0001,0.112,0.006
25000,2000000,26000,6.53,0.263,1.526,0.0001,0.11,0.005
25000,2000000,26000,6.53,0.254,1.522,0.0001,0.116,0.006
25000,2000000,26000,6.54,0.263,1.7,0.0001,0.113,0.009
25000,2000000,26000,6.54,0.26,1.583,0.0001,0.119,0.006
25000,2000000,26000,6.55,0.256,1.564,0.0001,0.124,0.006
25000,2000000,26000,6.55,0.256,1.952,0.0001,0.109,0.006
25000,2000000,26000,6.56,0.261,1.958,0.0001,0.122,0.006
25000,2000000,26000,6.57,0.258,1.871,0.0001,0.122,0.005
25000,2000000,26000,6.57,0.263,1.9,0.0001,0.115,0.006
25000,2000000,26000,6.58,0.259,1.736,0.0001,0.114,0.007
25000,2000000,26000,6.58,0.255,1.67,0.0001,0.115,0.006
25000,2000000,26000,6.59,0.265,1.62,0.0001,0.114,0.006
25000,2000000,27000,6.59,0.26,1.737,0.0001,0.119,0.006
25000,2000000,27000,6.6,0.257,1.638,0.0001,0.112,0.005
25000,2000000,27000,6.6,0.265,1.731,0.0001,0.116,0.008
25000,2000000,27000,6.61,0.254,1.734,0.0001,0.117,0.006
25000,2000000,27000,6.61,0.253,1.78,0.0001,0.12,0.006
25000,2000000,27000,6.62,0.264,1.655,0.0001,0.121,0.006
25000,2000000,27000,6.62,0.258,1.685,0.0001,0.116,0.006
25000,2000000,27000,6.63,0.258,1.76,0.0001,0.114,0.006
25000,2000000,27000,6.63,0.261,1.632,0.0001,0.122,0.007
25000,2000000,27000,6.64,0.256,1.76,0.0001,0.118,0.006
25000,2000000,27000,6.65,0.263,1.633,0.0001,0.111,0.006
25000,2000000,27000,6.65,0.26,1.574,0.0001,0.107,0.006
25000,2000000,27000,6.66,0.249,1.47,0.0001,0.116,0.007
25000,2000000,27000,6.66,0.257,1.765,0.0001,0.118,0.007
25000,2000000,27000,6.67,0.257,1.897,0.0001,0.117,0.005
25000,2000000,27000,6.67,0.25,1.75,0.0001,0.111,0.008
25000,2000000,27000,6.68,0.26,1.951,0.0001,0.117,0.008
25000,2000000,27000,6.68,0.26,1.703,0.0001,0.113,0.007
25000,2000000,27000,6.69,0.258,1.792,0.0001,0.115,0.006
25000,2000000,27000,6.69,0.248,1.588,0.0001,0.108,0.007
25000,2000000,27000,6.7,0.258,1.596,0.0001,0.107,0.008
25000,2000000,27000,6.7,0.255,1.689,0.0001,0.121,0.01
25000,2000000,27000,6.71,0.254,1.61,0.0001,0.117,0.007
25000,2000000,27000,6.71,0.252,1.529,0.0001,0.108,0.007
25000,2000000,27000,6.72,0.257,1.579,0.0001,0.121,0.009
25000,2000000,27000,6.73,0.259,1.552,0.0001,0.115,0.006
25000,2000000,27000,6.73,0.25,1.701,0.0001,0.115,0.006
25000,2000000,27000,6.74,0.254,1.674,0.0001,0.121,0.007
25000,2000000,27000,6.74,0.254,1.851,0.0001,0.119,0.005
25000,2000000,27000,6.75,0.26,1.664,0.0001,0.119,0.006
25000,2000000,27000,6.75,0.249,1.795,0.0001,0.124,0.008
25000,2000000,27000,6.76,0.255,1.56,0.0001,0.115,0.006
25000,2000000,27000,6.76,0.256,2.057,0.0001,0.12,0.007
25000,2000000,27000,6.77,0.258,1.934,0.0001,0.12,0.008
25000,2000000,27000,6.77,0.249,1.789,0.0001,0.114,0.006
26000,2000000,27000,6.78,0.258,1.723,0.0001,0.116,0.005
26000,2000000,27000,6.78,0.258,1.741,0.0001,0.123,0.008
26000,2000000,27000,6.79,0.249,1.567,0.0001,0.115,0.005
26000,2000000,27000,6.79,0.247,1.685,0.0001,0.126,0.006
26000,2000000,27000,6.8,0.264,1.812,0.0001,0.122,0.007
26000,2000000,27000,6.8,0.255,1.603,0.0001,0.121,0.006
26000,2000000,27000,6.81,0.255,1.575,0.0001,0.122,0.006
26000,2000000,27000,6.82,0.252,1.767,0.0001,0.123,0.006
26000,2000000,27000,6.82,0.259,1.697,0.0001,0.115,0.006
26000,2000000,27000,6.83,0.266,2.323,0.0001,0.118,0.005
26000,2000000,27000,6.83,0.255,1.684,0.0001,0.111,0.007
26000,2000000,27000,6.84,0.254,1.708,0.0001,0.114,0.006
26000,2000000,28000,6.84,0.259,1.878,0.0001,0.115,0.006
26000,2000000,28000,6.85,0.251,1.579,0.0001,0.117,0.006
26000,2000000,28000,6.85,0.251,1.59,0.0001,0.113,0.006
26000,2000000,28000,6.86,0.26,1.493,0.0001,0.115,0.007
26000,2000000,28000,6.86,0.253,1.755,0.0001,0.113,0.005
26000,2000000,28000,6.87,0.26,1.899,0.0001,0.116,0.006
26000,2000000,28000,6.87,0.261,1.803,0.0001,0.112,0.005
26000,2000000,28000,6.88,0.254,1.758,0.0001,0.123,0.007
26000,2000000,28000,6.88,0.259,1.736,0.0001,0.119,0.007
26000,2000000,28000,6.89,0.252,1.724,0.0001,0.12,0.007
26000,2000000,28000,6.9,0.253,1.724,0.0001,0.107,0.007
26000,2000000,28000,6.9,0.258,1.705,0.0001,0.11,0.005
26000,2000000,28000,6.91,0.257,1.713,0.0001,0.119,0.006
26000,2000000,28000,6.91,0.261,1.941,0.0001,0.103,0.005
26000,2000000,28000,6.92,0.256,1.877,0.0001,0.107,0.006
26000,2000000,28000,6.92,0.256,1.787,0.0001,0.116,0.005
26000,2000000,28000,6.93,0.258,1.714,0.0001,0.12,0.006
26000,2000000,28000,6.93,0.259,1.675,0.0001,0.115,0.006
26000,2000000,28000,6.94,0.249,1.691,0.0001,0.118,0.008
26000,2000000,28000,6.94,0.255,1.796,0.0001,0.114,0.006
26000,2000000,28000,6.95,0.254,1.837,0.0001,0.113,0.006
26000,2000000,28000,6.95,0.255,1.607,0.0001,0.118,0.006
26000,2000000,28000,6.96,0.259,1.734,0.0001,0.11,0.006
26000,2000000,28000,6.96,0.256,1.829,0.0001,0.124,0.008
26000,2000000,28000,6.97,0.264,1.722,0.0001,0.11,0.007
26000,2000000,28000,6.97,0.252,1.56,0.0001,0.112,0.006
26000,2000000,28000,6.98,0.256,1.806,0.0001,0.122,0.006
26000,2000000,28000,6.99,0.252,1.659,0.0001,0.117,0.009
26000,2000000,28000,6.99,0.258,1.746,0.0001,0.117,0.008
26000,2000000,28000,7.0,0.258,1.619,0.0001,0.109,0.007
26000,2000000,28000,7.0,0.257,1.624,0.0001,0.114,0.009
26000,2000000,28000,7.01,0.258,1.988,0.0001,0.113,0.098
26000,2000000,28000,7.01,0.257,1.688,0.0001,0.117,0.01
26000,2000000,28000,7.02,0.257,1.832,0.0001,0.11,0.005
26000,2000000,28000,7.02,0.253,1.858,0.0001,0.11,0.006
26000,2000000,28000,7.03,0.254,1.773,0.0001,0.121,0.008
26000,2000000,28000,7.03,0.251,1.667,0.0001,0.111,0.006
26000,2000000,28000,7.04,0.255,1.786,0.0001,0.107,0.006
26000,2000000,28000,7.04,0.249,1.792,0.0001,0.126,0.008
27000,2000000,28000,7.05,0.247,1.611,0.0001,0.112,0.005
27000,2000000,28000,7.05,0.242,1.745,0.0001,0.115,0.006
27000,2000000,28000,7.06,0.249,1.666,0.0001,0.115,0.007
27000,2000000,28000,7.07,0.246,1.63,0.0001,0.105,0.006
27000,2000000,28000,7.07,0.249,1.654,0.0001,0.108,0.007
27000,2000000,28000,7.08,0.251,1.681,0.0001,0.119,0.005
27000,2000000,28000,7.08,0.247,1.641,0.0001,0.112,0.006
27000,2000000,28000,7.09,0.246,1.565,0.0001,0.118,0.007
27000,2000000,29000,7.09,0.248,1.545,0.0001,0.112,0.007
27000,2000000,29000,7.1,0.25,1.636,0.0001,0.117,0.007
27000,2000000,29000,7.1,0.245,1.621,0.0001,0.113,0.005
27000,2000000,29000,7.11,0.247,1.631,0.0001,0.115,0.007
27000,2000000,29000,7.11,0.251,1.679,0.0001,0.111,0.006
27000,2000000,29000,7.12,0.254,1.605,0.0001,0.112,0.008
27000,2000000,29000,7.12,0.244,1.67,0.0001,0.114,0.006
27000,2000000,29000,7.13,0.248,1.622,0.0001,0.113,0.006
27000,2000000,29000,7.13,0.252,1.923,0.0001,0.119,0.005
27000,2000000,29000,7.14,0.253,1.73,0.0001,0.112,0.007
27000,2000000,29000,7.15,0.248,1.745,0.0001,0.119,0.006
27000,2000000,29000,7.15,0.254,1.643,0.0001,0.115,0.007
27000,2000000,29000,7.16,0.255,1.712,0.0001,0.122,0.007
27000,2000000,29000,7.16,0.247,1.736,0.0001,0.118,0.007
27000,2000000,29000,7.17,0.252,1.603,0.0001,0.123,0.006
27000,2000000,29000,7.17,0.245,1.8,0.0001,0.116,0.006
27000,2000000,29000,7.18,0.245,1.593,0.0001,0.12,0.006
27000,2000000,29000,7.18,0.255,1.489,0.0001,0.11,0.006
27000,2000000,29000,7.19,0.245,1.559,0.0001,0.112,0.008
27000,2000000,29000,7.19,0.243,1.524,0.0001,0.116,0.006
27000,2000000,29000,7.2,0.252,1.887,0.0001,0.119,0.006
27000,2000000,29000,7.2,0.248,1.616,0.0001,0.12,0.006
27000,2000000,29000,7.21,0.245,1.521,0.0001,0.122,0.006
27000,2000000,29000,7.21,0.246,1.723,0.0001,0.111,0.006
27000,2000000,29000,7.22,0.251,1.962,0.0001,0.113,0.007
27000,2000000,29000,7.22,0.257,1.752,0.0001,0.113,0.008
27000,2000000,29000,7.23,0.252,1.908,0.0001,0.123,0.008
27000,2000000,29000,7.24,0.251,1.783,0.0001,0.11,0.008
27000,2000000,29000,7.24,0.252,1.752,0.0001,0.126,0.007
27000,2000000,29000,7.25,0.256,1.64,0.0001,0.131,0.009
27000,2000000,29000,7.25,0.247,1.828,0.0001,0.12,0.006
27000,2000000,29000,7.26,0.247,1.894,0.0001,0.128,0.006
27000,2000000,29000,7.26,0.251,1.832,0.0001,0.128,0.008
27000,2000000,29000,7.27,0.248,1.636,0.0001,0.12,0.008
27000,2000000,29000,7.27,0.254,1.733,0.0001,0.116,0.006
27000,2000000,29000,7.28,0.248,1.667,0.0001,0.131,0.008
27000,2000000,29000,7.28,0.254,1.64,0.0001,0.127,0.006
27000,2000000,29000,7.29,0.246,1.766,0.0001,0.128,0.01
27000,2000000,29000,7.29,0.247,1.673,0.0001,0.116,0.007
27000,2000000,29000,7.3,0.24,1.508,0.0001,0.123,0.007
27000,2000000,29000,7.3,0.243,1.644,0.0001,0.127,0.008
28000,2000000,29000,7.31,0.249,1.478,0.0001,0.118,0.006
28000,2000000,29000,7.32,0.245,1.608,0.0001,0.118,0.006
28000,2000000,29000,7.32,0.243,1.563,0.0001,0.122,0.007
28000,2000000,29000,7.33,0.251,1.633,0.0001,0.121,0.007
28000,2000000,29000,7.33,0.243,1.636,0.0001,0.118,0.006
28000,2000000,29000,7.34,0.247,1.74,0.0001,0.114,0.006
28000,2000000,30000,7.34,0.252,1.758,0.0001,0.115,0.005
28000,2000000,30000,7.35,0.251,1.725,0.0001,0.115,0.006
28000,2000000,30000,7.35,0.248,1.664,0.0001,0.113,0.006
28000,2000000,30000,7.36,0.249,1.614,0.0001,0.113,0.005
28000,2000000,30000,7.36,0.245,1.645,0.0001,0.112,0.006
28000,2000000,30000,7.37,0.25,1.923,0.0001,0.114,0.007
28000,2000000,30000,7.37,0.246,1.633,0.0001,0.113,0.009
28000,2000000,30000,7.38,0.244,1.7,0.0001,0.11,0.006
28000,2000000,30000,7.38,0.241,1.837,0.0001,0.116,0.006
28000,2000000,30000,7.39,0.252,1.762,0.0001,0.127,0.006
28000,2000000,30000,7.39,0.248,1.537,0.0001,0.12,0.006
28000,2000000,30000,7.4,0.249,1.664,0.0001,0.123,0.006
28000,2000000,30000,7.41,0.245,1.515,0.0001,0.116,0.006
28000,2000000,30000,7.41,0.246,1.567,0.0001,0.12,0.007
28000,2000000,30000,7.42,0.24,1.818,0.0001,0.123,0.006
28000,2000000,30000,7.42,0.253,1.83,0.0001,0.116,0.006
28000,2000000,30000,7.43,0.245,1.616,0.0001,0.123,0.007
28000,2000000,30000,7.43,0.246,1.728,0.0001,0.124,0.006
28000,2000000,30000,7.44,0.25,1.692,0.0001,0.119,0.006
28000,2000000,30000,7.44,0.246,1.571,0.0001,0.12,0.007
28000,2000000,30000,7.45,0.247,1.708,0.0001,0.114,0.006
28000,2000000,30000,7.45,0.248,1.649,0.0001,0.117,0.006
28000,2000000,30000,7.46,0.239,1.574,0.0001,0.116,0.006
28000,2000000,30000,7.46,0.251,1.757,0.0001,0.119,0.007
28000,2000000,30000,7.47,0.248,1.495,0.0001,0.116,0.006
28000,2000000,30000,7.47,0.246,1.546,0.0001,0.121,0.006
28000,2000000,30000,7.48,0.248,1.684,0.0001,0.114,0.006
28000,2000000,30000,7.49,0.248,1.713,0.0001,0.115,0.006
28000,2000000,30000,7.49,0.244,1.528,0.0001,0.111,0.009
28000,2000000,30000,7.5,0.248,1.564,0.0001,0.121,0.009
28000,2000000,30000,7.5,0.242,1.67,0.0001,0.107,0.006
28000,2000000,30000,7.51,0.247,1.697,0.0001,0.113,0.007
28000,2000000,30000,7.51,0.252,1.78,0.0001,0.123,0.007
28000,2000000,30000,7.52,0.247,1.905,0.0001,0.117,0.008
28000,2000000,30000,7.52,0.245,1.74,0.0001,0.107,0.008
28000,2000000,30000,7.53,0.244,1.647,0.0001,0.116,0.012
28000,2000000,30000,7.53,0.247,1.7,0.0001,0.116,0.009
28000,2000000,30000,7.54,0.249,1.949,0.0001,0.12,0.005
28000,2000000,30000,7.54,0.251,1.723,0.0001,0.123,0.007
28000,2000000,30000,7.55,0.246,1.617,0.0001,0.114,0.006
28000,2000000,30000,7.55,0.251,1.663,0.0001,0.114,0.006
28000,2000000,30000,7.56,0.249,1.596,0.0001,0.121,0.009
28000,2000000,30000,7.56,0.246,1.56,0.0001,0.109,0.005
28000,2000000,30000,7.57,0.248,1.727,0.0001,0.122,0.006
28000,2000000,30000,7.58,0.246,1.685,0.0001,0.125,0.008
29000,2000000,30000,7.58,0.243,1.785,0.0001,0.116,0.006
29000,2000000,31000,7.59,0.244,1.848,0.0001,0.118,0.006
29000,2000000,31000,7.59,0.249,1.6,0.0001,0.126,0.008
29000,2000000,31000,7.6,0.247,1.657,0.0001,0.119,0.006
29000,2000000,31000,7.6,0.251,1.782,0.0001,0.116,0.007
29000,2000000,31000,7.61,0.248,1.653,0.0001,0.112,0.006
29000,2000000,31000,7.61,0.248,1.596,0.0001,0.114,0.008
29000,2000000,31000,7.62,0.246,1.682,0.0001,0.115,0.005
29000,2000000,31000,7.62,0.244,1.664,0.0001,0.115,0.005
29000,2000000,31000,7.63,0.245,1.69,0.0001,0.119,0.006
29000,2000000,31000,7.63,0.245,1.738,0.0001,0.12,0.008
29000,2000000,31000,7.64,0.249,1.818,0.0001,0.117,0.006
29000,2000000,31000,7.64,0.249,1.646,0.0001,0.115,0.006
29000,2000000,31000,7.65,0.241,1.654,0.0001,0.123,0.006
29000,2000000,31000,7.66,0.243,1.993,0.0001,0.121,0.006
29000,2000000,31000,7.66,0.25,1.827,0.0001,0.125,0.006
29000,2000000,31000,7.67,0.246,1.602,0.0001,0.117,0.008
29000,2000000,31000,7.67,0.245,1.687,0.0001,0.115,0.007
29000,2000000,31000,7.68,0.241,1.691,0.0001,0.126,0.009
29000,2000000,31000,7.68,0.252,1.68,0.0001,0.124,0.007
29000,2000000,31000,7.69,0.243,1.608,0.0001,0.117,0.005
29000,2000000,31000,7.69,0.245,1.488,0.0001,0.115,0.006
29000,2000000,31000,7.7,0.242,1.564,0.0001,0.118,0.006
29000,2000000,31000,7.7,0.249,1.666,0.0001,0.116,0.006
29000,2000000,31000,7.71,0.239,1.638,0.0001,0.12,0.007
29000,2000000,31000,7.71,0.24,1.411,0.0001,0.107,0.006
29000,2000000,31000,7.72,0.245,1.736,0.0001,0.119,0.006
29000,2000000,31000,7.72,0.242,1.515,0.0001,0.122,0.005
29000,2000000,31000,7.73,0.246,1.491,0.0001,0.117,0.008
29000,2000000,31000,7.74,0.246,1.595,0.0001,0.115,0.008
29000,2000000,31000,7.74,0.243,1.532,0.0001,0.11,0.005
29000,2000000,31000,7.75,0.244,1.607,0.0001,0.118,0.007
29000,2000000,31000,7.75,0.245,1.625,0.0001,0.111,0.006
29000,2000000,31000,7.76,0.246,1.537,0.0001,0.122,0.008
29000,2000000,31000,7.76,0.248,1.579,0.0001,0.124,0.007
29000,2000000,31000,7.77,0.243,1.586,0.0001,0.124,0.006
29000,2000000,31000,7.77,0.24,1.785,0.0001,0.13,0.01
29000,2000000,31000,7.78,0.244,1.799,0.0001,0.128,0.006
29000,2000000,31000,7.78,0.245,1.688,0.0001,0.129,0.009
29000,2000000,31000,7.79,0.241,1.761,0.0001,0.122,0.005
29000,2000000,31000,7.79,0.241,1.578,0.0001,0.122,0.006
29000,2000000,31000,7.8,0.242,1.698,0.0001,0.122,0.011
29000,2000000,31000,7.8,0.245,1.67,0.0001,0.118,0.006
29000,2000000,31000,7.81,0.244,1.656,0.0001,0.123,0.006
29000,2000000,31000,7.81,0.242,1.666,0.0001,0.132,0.009
29000,2000000,31000,7.82,0.243,1.607,0.0001,0.121,0.005
29000,2000000,31000,7.83,0.241,1.747,0.0001,0.134,0.008
29000,2000000,31000,7.83,0.241,1.753,0.0001,0.118,0.009
29000,2000000,32000,7.84,0.244,1.664,0.0001,0.12,0.008
30000,2000000,32000,7.84,0.245,1.651,0.0001,0.123,0.006
30000,2000000,32000,7.85,0.24,1.656,0.0001,0.12,0.006
30000,2000000,32000,7.85,0.239,1.45,0.0001,0.124,0.006
30000,2000000,32000,7.86,0.242,2.11,0.0001,0.119,0.005
30000,2000000,32000,7.86,0.238,1.675,0.0001,0.121,0.007
30000,2000000,32000,7.87,0.243,1.573,0.0001,0.118,0.005
30000,2000000,32000,7.87,0.244,1.543,0.0001,0.112,0.007
30000,2000000,32000,7.88,0.244,1.623,0.0001,0.108,0.008
30000,2000000,32000,7.88,0.247,1.548,0.0001,0.111,0.006
30000,2000000,32000,7.89,0.238,1.615,0.0001,0.11,0.005
30000,2000000,32000,7.89,0.246,1.704,0.0001,0.111,0.005
30000,2000000,32000,7.9,0.252,1.753,0.0001,0.117,0.006
30000,2000000,32000,7.91,0.251,1.584,0.0001,0.117,0.006
30000,2000000,32000,7.91,0.245,1.691,0.0001,0.115,0.005
30000,2000000,32000,7.92,0.246,1.772,0.0001,0.117,0.006
30000,2000000,32000,7.92,0.24,1.746,0.0001,0.116,0.006
30000,2000000,32000,7.93,0.244,1.816,0.0001,0.114,0.007
30000,2000000,32000,7.93,0.25,2.002,0.0001,0.122,0.006
30000,2000000,32000,7.94,0.242,1.724,0.0001,0.118,0.006
30000,2000000,32000,7.94,0.247,1.764,0.0001,0.123,0.006
30000,2000000,32000,7.95,0.248,1.855,0.0001,0.117,0.008
30000,2000000,32000,7.95,0.249,1.842,0.0001,0.11,0.005
30000,2000000,32000,7.96,0.249,1.709,0.0001,0.114,0.006
30000,2000000,32000,7.96,0.238,1.702,0.0001,0.12,0.007
30000,2000000,32000,7.97,0.241,1.575,0.0001,0.123,0.007
30000,2000000,32000,7.97,0.244,1.622,0.0001,0.119,0.005
